LogOfAreas,Log_X_Index,Outside_X_Index,Pixels_Areas,X_Perimeter,Sum_of_Luminosity,Length_of_Conveyer,SigmoidOfAreas,Minimum_of_Luminosity,Edges_Index,Fault_Type
1.8195,0.8451,0.0041,66,12,7385,1687,0.2195,85,0.0541,Bumps
1.0792,0.699,0.0037,12,6,1585,1358,0.1322,113,0.215,Stains
2.1818,1.4314,0.02,153,33,16873,1353,0.4465,79,0.8331,Other_faults
1.7482,0.9542,0.0066,56,12,5729,1356,0.2195,61,0.6631,Other_faults
2.4814,1.3222,0.0154,308,49,31683,1360,0.9294,119,0.2872,Z_Scratch
1.2041,0.8451,0.0052,16,7,2034,1360,0.1322,109,0.8809,Stains
2.0899,1.1761,0.0089,123,36,13351,1623,0.4465,145,0.721,Healthy
2.0569,1.0792,0.0088,114,19,12235,1360,0.2432,100,0.5738,Bumps
2.0128,1.0414,0.0081,103,14,11535,1362,0.2432,100,0.4763,Pastry
2.143,0.8451,0.0041,139,12,14298,1698,0.3601,76,0.1165,Other_faults
2.6474,1.3222,0.0124,444,69,45673,1668,0.9755,97,0.345,Healthy
2.0682,1.0792,0.0089,117,20,11979,1354,0.2288,99,0.2227,Z_Scratch
2.301,0.9542,0.0053,200,12,18695,1687,0.4729,87,0.0024,Other_faults
2.8848,1.301,0.0148,767,61,63525,1356,0.9997,80,0.0498,Z_Scratch
3.7906,2.2068,0.1187,6181,209,638448,1358,1.0,48,0.0604,Healthy
1.7404,1.0792,0.0071,55,15,4557,1688,0.2739,40,0.085,Bumps
2.9666,1.1761,0.0088,949,51,86417,1364,0.9998,68,0.8331,Dirtiness
2.0569,1.0414,0.0081,114,15,10504,1358,0.23,84,0.1224,Z_Scratch
2.699,1.301,0.0148,500,50,63525,1353,0.9236,162,0.7331,Healthy
2.3284,1.0414,0.0065,213,15,24070,1650,0.4763,99,0.8234,Bumps
1.2041,0.7782,0.0044,16,7,2001,1358,0.133,99,0.0,Stains
2.5866,1.4314,0.0199,366,53,37695,1354,0.7933,80,0.2574,Z_Scratch
2.3201,0.9542,0.0066,209,24,17619,1696,0.4763,64,0.0221,Pastry
1.8261,0.9542,0.0066,67,10,8355,1358,0.1687,116,0.0,K_Scatch
2.7672,1.1139,0.0095,585,67,59750,1632,0.9995,65,0.294,Pastry
3.3811,1.1461,0.0103,2293,68,37264,1364,0.9901,86,0.9456,Dirtiness
2.1072,0.9031,0.0059,128,38,14403,1392,0.3882,111,0.616,Pastry
2.2304,1.1139,0.0096,170,25,20714,1353,0.5378,110,0.1755,Dirtiness
2.8965,0.7782,0.0044,788,35,84410,1353,0.95,93,0.9164,Dirtiness
2.0374,0.7782,0.0044,109,16,12602,1356,0.215,110,0.1475,Pastry
2.692,1.0792,0.0071,492,59,6074,1687,0.9172,101,0.5206,Other_faults
2.1673,1.1461,0.0103,145,17,16061,1356,0.33,85,0.0266,Z_Scratch
2.4314,0.9542,0.0066,270,34,31583,1372,0.7659,96,0.9834,Healthy
1.0792,0.699,0.0037,12,4,1508,1358,0.124,119,0.8809,Stains
2.1367,0.9542,0.0053,137,35,16669,1626,0.5659,84,0.243,Pastry
2.6946,1.5185,0.0243,495,79,49867,1360,0.9998,97,0.1431,Healthy
1.716,1.0,0.0061,52,10,5369,1694,0.1934,90,0.1478,Dirtiness
1.7404,0.9542,0.0066,55,12,6106,1362,0.1954,82,0.5272,Bumps
2.6628,1.0414,0.0081,460,79,53843,1364,0.9888,95,0.9164,Dirtiness
1.2305,1.1461,0.0103,17,12,2274,1358,0.1441,116,0.1856,Z_Scratch
1.7404,1.0,0.0074,55,9,6058,1358,0.1715,111,0.0521,Healthy
1.8325,1.5563,0.0266,68,42,79713,1650,0.1687,114,0.4417,Dirtiness
1.2041,0.8451,0.0052,16,7,2062,1358,0.1361,112,0.7158,Stains
1.8513,0.9031,0.0047,71,9,9956,1692,0.1934,94,0.8881,Other_faults
1.7559,0.8451,0.0052,57,9,6459,1360,0.1892,105,0.1495,Pastry
3.7623,2.2529,0.1326,5816,310,582040,1358,1.0,36,0.0604,K_Scatch
3.7989,2.238,0.1274,6376,276,666047,1358,1.0,40,0.0604,K_Scatch
1.8325,1.6021,0.0237,68,35,8355,1694,0.1862,52,0.0722,Healthy
2.1847,1.0792,0.0089,153,31,18625,1387,0.4729,86,0.1431,Other_faults
2.3096,1.1461,0.0103,201,25,26694,1360,0.463,110,0.4632,Dirtiness
3.1526,2.6395,0.2868,1467,593,1529932,1360,1.0,89,0.1504,K_Scatch
1.7243,0.9031,0.0059,53,9,5039,1687,0.1954,79,0.8842,Pastry
3.7977,2.2504,0.1293,6679,298,649139,1358,1.0,45,0.0558,K_Scatch
4.0722,2.179,0.1077,11813,625,1361903,1402,1.0,41,0.0585,K_Scatch
1.9243,1.0,0.0074,84,15,9693,1354,0.2288,91,0.3806,Bumps
2.2504,1.2041,0.0094,178,36,18503,1698,0.4138,84,0.0544,Pastry
1.9191,1.0792,0.0089,83,10,9643,1360,0.204,107,0.8127,Stains
3.8113,2.248,0.1303,6490,276,672664,1358,1.0,39,0.0574,K_Scatch
1.2305,0.9031,0.0059,17,11,2183,1358,0.1753,106,0.0107,Stains
3.8197,2.1959,0.2175,6519,205,674471,1358,1.0,43,0.0574,Healthy
2.2718,1.1761,0.0089,190,25,21661,1692,0.5378,78,0.0726,Pastry
3.0442,1.1139,0.0095,10276,68,1083941,1356,1.0,95,0.0557,Z_Scratch
2.2504,1.1139,0.0096,178,17,17802,1358,0.4187,82,0.1418,Bumps
2.9499,1.3802,0.0128,872,60,83011,1687,0.9993,94,0.9146,Dirtiness
1.7559,1.1139,0.0096,57,16,6543,1353,0.1832,120,0.879,Dirtiness
1.7076,1.3979,0.0148,51,28,7263,1694,0.1965,114,0.2306,Healthy
2.5752,1.5185,0.0237,376,38,37407,1354,0.8778,80,0.2165,Z_Scratch
2.4014,1.2305,0.0125,252,27,28050,1356,0.6236,105,0.0862,Z_Scratch
2.0969,1.1139,0.0077,125,17,12560,1690,0.3479,67,0.646,Bumps
2.1399,1.1461,0.0083,138,20,14538,1626,0.4366,93,0.1021,Pastry
1.2305,0.7782,0.0044,17,6,2127,1360,0.1353,122,0.1735,Stains
3.8113,2.233,0.1261,6653,273,684236,1358,1.0,38,0.0604,K_Scatch
1.9243,1.0414,0.0065,84,14,9522,1690,0.2914,84,0.8331,Bumps
3.7032,1.8513,0.053,4061,205,598575,1362,0.9995,86,0.1534,Other_faults
1.8062,0.699,0.0037,64,10,7279,1360,0.1954,107,0.4368,Dirtiness
2.1553,0.9542,0.0066,143,20,14323,1356,0.3663,94,0.0389,Z_Scratch
1.8451,0.9031,0.0059,70,25,7882,1364,0.1773,90,0.971,Dirtiness
1.6233,0.9031,0.0059,42,10,4674,1358,0.1822,109,0.0237,Healthy
3.7933,2.1959,0.1134,6277,248,657020,1356,1.0,86,0.9106,Z_Scratch
2.2355,1.2305,0.0125,172,18,19464,1360,0.4779,88,0.8234,Healthy
1.7993,0.699,0.0037,63,15,6554,1353,0.2408,91,0.031,Dirtiness
1.7482,0.9031,0.0059,56,11,6682,1690,0.2051,97,0.6435,Bumps
2.1303,1.301,0.0147,135,31,13595,1364,0.463,96,0.3965,Bumps
3.0065,1.5911,0.0285,1004,231,1098162,1358,1.0,97,0.6417,Z_Scratch
3.8012,2.243,0.1291,6494,274,724819,1356,1.0,43,0.0574,Healthy
3.3239,1.9031,0.0546,20313,167,2400588,1400,1.0,27,0.0557,Healthy
3.7836,2.238,0.1274,6075,242,633606,1358,1.0,36,0.0574,K_Scatch
2.1335,1.2305,0.0123,137,18,16669,1364,0.4106,112,0.6631,Pastry
2.8507,1.1761,0.0111,709,51,97966,1354,0.9998,110,0.0779,Healthy
2.4609,1.1761,0.0089,289,23,32153,1687,0.8299,99,0.1714,Dirtiness
1.0792,1.2305,0.0103,12,18,1543,1690,0.2482,111,0.5719,Other_faults
2.3181,0.9542,0.0053,208,42,17619,1696,0.4613,81,0.0296,Healthy
1.5798,0.9031,0.0059,38,13,4131,1358,0.1892,85,0.1147,Z_Scratch
1.9138,0.9031,0.0047,82,8,8596,1692,0.2712,81,0.9019,Pastry
2.4829,0.9542,0.0053,304,10,37703,1650,0.6514,55,0.0948,Pastry
2.7566,1.2305,0.0101,571,26,59750,1373,0.9474,77,0.0188,Dirtiness
2.0212,1.2305,0.0111,105,17,13897,1322,0.4219,113,0.915,Healthy
2.0253,1.1761,0.0088,106,13,11247,1692,0.23,87,0.5088,Healthy
2.1903,1.2305,0.0125,155,24,14132,1356,0.3419,90,0.2982,Z_Scratch
1.8261,0.699,0.0037,67,15,8051,1353,0.2348,108,0.0353,Dirtiness
3.8375,2.2455,0.1298,6816,274,725465,1358,1.0,39,0.0574,Other_faults
2.0043,0.9031,0.0049,101,17,13829,1666,0.3068,132,0.9546,Dirtiness
3.7831,2.2695,0.1267,6116,706,716869,1398,1.0,24,0.0557,Healthy
4.0724,2.1987,0.1129,11809,1169,1303229,1400,1.0,39,0.0558,Healthy
3.8146,2.238,0.1274,6653,276,723643,1358,1.0,100,0.0604,K_Scatch
2.0864,0.7782,0.0044,122,21,9441,1356,0.2984,44,0.0024,Z_Scratch
3.813,2.248,0.1318,6472,257,676077,1358,1.0,45,0.0574,K_Scatch
2.8921,1.2041,0.0118,788,55,86182,1360,0.9999,95,0.8331,Dirtiness
1.9445,0.9542,0.0053,88,13,10694,1687,0.2253,86,0.025,Pastry
2.0756,0.9542,0.0053,119,27,13352,1650,0.43,104,0.9057,Dirtiness
1.5441,0.699,0.0036,35,11,4277,1358,0.1706,101,0.2057,Bumps
2.3032,1.2553,0.0132,201,30,23671,1394,0.633,86,0.0296,Healthy
1.2041,0.699,0.0037,16,7,2034,1360,0.1322,110,0.7393,Stains
2.0334,1.1761,0.011,108,21,10160,1692,0.2532,70,0.3685,Other_faults
1.8921,0.9542,0.0053,78,13,8166,1692,0.2018,110,0.7718,Bumps
2.6929,1.5185,0.0243,493,64,52482,1364,0.9708,97,0.9106,Healthy
1.2041,0.9031,0.0041,16,10,2046,1358,0.14,112,0.0337,Stains
2.0414,1.1139,0.0096,110,18,11425,1356,0.2914,77,0.0896,Bumps
1.0792,1.0,0.0059,12,11,1587,1690,0.2061,102,0.6775,Stains
2.3636,1.3222,0.0153,231,36,25096,1362,0.6015,91,0.9314,Bumps
1.716,0.9031,0.0059,52,10,7145,1652,0.2051,125,0.9808,Other_faults
2.1614,0.7782,0.0044,145,20,16920,1354,0.4317,105,0.6698,Pastry
1.2305,0.8451,0.0052,17,7,2183,1358,0.1384,112,0.0928,Stains
1.7404,0.7782,0.0044,55,10,6682,1356,0.1449,120,0.8304,Stains
1.4624,1.2305,0.0125,29,22,3489,1360,0.1734,105,0.9808,Stains
3.3581,1.301,0.0143,2267,134,228995,1360,1.0,85,0.2057,Bumps
2.4654,1.3424,0.0161,292,32,37572,1364,0.7079,91,0.0,Z_Scratch
2.3263,1.0,0.0074,212,20,23916,1360,0.4963,104,0.6505,Other_faults
4.3078,2.281,0.1364,20313,755,2400588,1400,1.0,23,0.0586,K_Scatch
2.4624,1.0792,0.0087,291,31,28034,1398,0.6142,49,0.0558,K_Scatch
1.2553,0.6021,0.0044,18,4,2267,1356,0.14,111,0.9146,Stains
1.7482,0.8451,0.0052,56,12,5907,1356,0.1892,87,0.7699,Healthy
2.0043,1.0414,0.0065,101,12,11431,1696,0.2583,95,0.0532,Pastry
4.3632,2.1847,0.1091,2333,618,348957,1402,1.0,48,0.0585,K_Scatch
2.1614,1.2553,0.0106,145,18,14896,1687,0.3601,93,0.0877,Pastry
1.2305,0.9542,0.0066,17,9,2127,1360,0.1384,129,0.1735,Stains
2.1367,0.8451,0.0052,137,12,15397,1352,0.4057,107,0.0353,Dirtiness
2.0607,1.3222,0.0154,115,35,11778,1364,0.5212,96,0.0603,Z_Scratch
1.9085,0.9031,0.0059,81,12,8123,1366,0.2288,86,0.0293,Bumps
2.1335,1.1139,0.0095,136,20,14896,1364,0.5378,90,0.8471,Dirtiness
1.9191,0.9542,0.0066,83,10,8602,1354,0.2359,82,0.239,Z_Scratch
2.2095,1.0792,0.0088,162,39,18671,1366,0.5951,115,0.6572,Bumps
2.2201,1.4914,0.0177,166,52,20557,1692,0.7065,110,0.7215,Bumps
2.0899,1.0,0.0074,121,21,11570,1358,0.3977,91,0.7612,Z_Scratch
1.716,0.9031,0.0047,52,9,5483,1688,0.1773,95,0.4585,Bumps
1.0414,0.7782,0.0044,11,5,1398,1358,0.1449,125,0.9135,Stains
3.8131,2.248,0.1303,6532,278,654358,1358,1.0,41,0.0604,K_Scatch
2.0607,0.9542,0.0066,115,13,13173,1364,0.2583,106,0.9003,Dirtiness
1.7482,0.7782,0.0044,56,15,5116,1692,0.2469,65,0.0544,Pastry
2.0531,1.1139,0.008,113,16,7119,1656,0.2914,36,0.0513,Other_faults
4.2296,2.2504,0.1311,16968,861,1976551,1400,1.0,25,0.0557,K_Scatch
2.3222,1.0,0.0074,210,23,22484,1356,0.463,96,0.1711,Z_Scratch
2.8176,1.3424,0.0161,617,106,86417,1353,0.9995,118,0.1047,Other_faults
3.8247,2.238,0.1274,6686,253,654358,1358,1.0,43,0.0604,K_Scatch
2.6803,1.2305,0.0125,479,83,419968,1360,0.9921,97,0.5373,Z_Scratch
3.1055,1.0414,0.0081,1275,117,125462,1360,1.0,57,0.0948,Dirtiness
1.7324,1.301,0.0147,54,23,7498,1362,0.1852,116,0.9445,Stains
2.0212,0.7782,0.0044,105,28,13961,1352,0.215,110,0.0325,Dirtiness
2.3032,1.1461,0.0103,201,24,22134,1362,0.463,71,0.6662,Other_faults
4.2242,2.2553,0.1289,16759,595,2020624,1358,1.0,42,0.0574,Other_faults
3.756,2.1903,0.1106,5702,182,601643,1402,1.0,47,0.0604,K_Scatch
2.1106,1.0792,0.0088,129,19,16308,1360,0.3012,118,0.3015,Pastry
3.9968,2.143,0.1,9999,624,1048379,1358,1.0,23,0.5184,Healthy
1.9191,1.2787,0.014,83,25,10476,1360,0.2007,120,0.3097,Z_Scratch
2.2304,1.0792,0.0087,170,15,17505,1373,0.3419,49,0.0107,Pastry
2.1673,1.2553,0.0132,147,35,16308,1356,0.7411,104,0.3074,Z_Scratch
1.716,1.0792,0.0088,52,14,5816,1358,0.1892,105,0.2638,Stains
1.7404,0.9542,0.0054,55,10,6886,1690,0.1954,87,0.2324,Bumps
3.7906,2.248,0.1303,6294,274,690169,1358,1.0,36,0.0574,K_Scatch
2.8802,1.1761,0.0089,699,27,81625,1668,0.9765,100,0.6785,Pastry
1.7404,0.8451,0.0052,55,10,7052,1356,0.1753,101,0.4521,Other_faults
1.8389,1.1461,0.0103,69,20,8535,1360,0.2359,109,0.5609,Healthy
2.1173,1.4624,0.0213,131,37,14121,1364,0.9732,119,0.6206,Bumps
1.7708,1.0,0.006,59,14,7164,1692,0.1852,65,0.2441,Bumps
2.7149,1.0,0.0073,521,36,58587,1353,0.9685,100,0.2889,Bumps
3.8412,2.2455,0.1267,6937,277,711671,1356,1.0,38,0.0575,K_Scatch
2.0569,0.9031,0.0047,114,16,12587,1654,0.3241,71,0.4129,Healthy
2.6628,1.0414,0.0081,460,79,53843,1364,0.9888,95,0.9164,Dirtiness
2.7324,1.0414,0.0081,540,59,61209,1392,0.9985,93,0.9106,Dirtiness
3.2076,1.4771,0.0166,1613,70,181730,1387,1.0,70,0.6638,Healthy
1.716,0.9542,0.0065,52,10,5816,1387,0.1773,139,0.7944,Stains
3.8139,2.243,0.1289,6515,313,635475,1358,1.0,39,0.0575,K_Scatch
3.8453,1.2553,0.0132,6987,234,724819,1360,1.0,40,0.0574,Healthy
2.0453,1.0792,0.0071,111,26,10583,1690,0.3359,101,0.0295,Pastry
1.8062,0.8451,0.0052,64,10,7659,1360,0.1852,108,0.6143,Stains
3.0402,1.3222,0.0124,1097,68,103898,1688,1.0,65,0.0399,Healthy
1.0792,0.7782,0.0044,12,6,1585,1358,0.1353,109,0.2293,Stains
2.3139,1.301,0.0147,206,27,20570,1364,0.556,86,0.4106,Bumps
1.8633,1.4472,0.0206,73,28,8233,1358,0.2105,114,0.2279,Stains
2.0043,1.1139,0.008,101,14,9124,1648,0.2739,63,0.0872,Bumps
2.1673,1.5798,0.0279,147,53,16937,1690,0.3241,97,0.2127,Healthy
1.2041,0.8451,0.0052,16,7,2062,1358,0.1361,112,0.7158,Stains
2.0492,1.4771,0.0218,112,30,12602,1358,0.6422,109,0.1792,Z_Scratch
2.1931,0.8451,0.0052,156,25,18996,1358,0.3509,100,0.8111,Pastry
1.2305,0.699,0.0037,17,10,2181,1356,0.1322,122,0.6706,Stains
1.7482,0.9031,0.0047,56,10,6651,1690,0.1696,97,0.9003,Bumps
1.8692,1.0,0.0059,74,13,9934,1626,0.2173,94,0.6696,Bumps
2.6117,1.1139,0.0096,409,49,45968,1360,0.9648,118,0.1812,K_Scatch
1.2553,0.699,0.0022,18,9,2384,1358,0.1322,120,0.2599,Stains
1.699,0.8451,0.0041,50,9,5779,1358,0.1852,111,0.895,Pastry
2.4885,1.1139,0.0096,308,40,24807,1392,0.7359,104,0.5258,Pastry
3.3604,1.5798,0.0242,2293,117,248809,1358,1.0,88,0.2482,Z_Scratch
3.1758,1.3222,0.0155,1499,99,156200,1354,1.0,85,0.0,Z_Scratch
2.0756,1.2553,0.0132,119,30,13662,1362,0.5212,82,0.412,Other_faults
1.7708,0.8451,0.0052,59,8,7551,1358,0.1773,109,0.8118,Dirtiness
2.1367,1.3979,0.0148,137,28,14643,1396,0.5593,107,0.0842,Pastry
1.1761,0.7782,0.0044,15,6,1808,1360,0.1353,118,0.9445,Stains
1.2041,0.8451,0.0052,16,8,2062,1358,0.1622,99,0.9602,Stains
1.9445,0.9031,0.0059,88,28,10868,1362,0.3241,110,0.2055,Other_faults
2.8306,1.0414,0.0081,663,54,80541,1364,0.9998,82,0.7406,Pastry
1.2553,0.7782,0.0044,18,6,2370,1358,0.14,113,0.1454,Stains
1.2553,0.699,0.0037,18,6,2319,1688,0.1322,99,0.7552,Other_faults
2.1367,0.9031,0.0048,137,17,15572,1358,0.3012,95,0.0146,Healthy
2.4378,1.2305,0.0125,274,56,30271,1387,0.8705,77,0.4126,Z_Scratch
2.3617,1.0414,0.008,230,19,22601,1353,0.7101,66,0.7482,Pastry
1.2041,0.8451,0.0052,16,7,2062,1358,0.1361,112,0.7158,Stains
1.7708,1.0,0.006,59,14,7164,1692,0.1852,65,0.2441,Bumps
2.3541,1.3222,0.0154,229,35,31538,1374,0.9998,89,0.9106,Other_faults
1.2041,0.8451,0.0052,16,7,1961,1360,0.1384,114,0.9087,Stains
1.8692,0.9542,0.0065,74,14,8327,1692,0.2051,96,0.7406,Bumps
1.8062,1.0,0.0074,64,15,8709,1360,0.2018,109,0.6698,K_Scatch
2.3201,0.8451,0.0052,209,25,18654,1358,0.5951,100,0.9808,Z_Scratch
1.0792,0.699,0.0037,12,5,7286,1358,0.1322,105,0.9231,Stains
2.4955,1.4314,0.0164,313,49,37460,1360,0.9549,107,0.4564,Z_Scratch
4.0564,2.1703,0.1057,11411,821,1248379,1400,1.0,27,0.0557,K_Scatch
3.7989,2.1959,0.1156,6282,200,612067,1358,1.0,38,0.0574,K_Scatch
2.2068,1.2553,0.0132,162,27,19565,1354,0.4366,107,0.4177,Z_Scratch
3.845,2.248,0.1303,6494,263,683149,1358,1.0,44,0.0574,K_Scatch
2.6096,1.0792,0.0071,407,33,38223,1698,0.9708,77,0.0877,Pastry
2.5832,0.9542,0.0066,384,42,45269,1364,0.7966,97,0.2385,Pastry
1.9138,0.9542,0.0053,82,8,9556,1360,0.1773,116,0.4441,Healthy
2.0569,1.0414,0.0065,114,17,12235,1690,0.2901,89,0.5719,Bumps
3.0704,1.1139,0.0077,955,75,118631,1666,1.0,79,0.0266,Pastry
3.8649,2.248,0.1303,6975,276,723207,1358,1.0,40,0.0604,K_Scatch
1.8062,0.9031,0.0059,64,10,6750,1687,0.2018,86,0.4787,Other_faults
1.6233,0.9031,0.0047,42,8,4409,1360,0.1773,97,0.1318,Bumps
2.2504,1.1139,0.0095,178,14,19537,1690,0.4729,82,0.0047,Other_faults
2.0864,1.2041,0.0118,122,28,15896,1356,0.3479,104,0.6402,Z_Scratch
1.7482,0.9031,0.0047,56,15,7579,1358,0.1892,95,0.8778,Healthy
2.0043,0.7782,0.0044,101,7,1539,1360,0.1322,120,0.6311,Stains
3.7599,2.243,0.1289,5731,257,427024,1358,1.0,38,0.0574,K_Scatch
2.1553,1.3222,0.0155,143,21,15545,1372,0.5212,104,0.0605,Other_faults
2.0414,1.1139,0.0096,110,18,13662,1364,0.2901,101,0.4164,Z_Scratch
1.5051,1.0792,0.0089,32,12,3022,1362,0.2018,106,0.8645,Stains
2.9405,1.4771,0.0222,836,53,101435,1360,0.9998,115,0.7694,Dirtiness
1.8261,1.2787,0.0115,67,22,8355,1692,0.1715,95,0.6162,Healthy
2.3139,1.301,0.0147,206,27,20570,1364,0.556,86,0.4106,Bumps
2.1644,1.3617,0.0166,146,28,16759,1356,0.5329,86,0.4185,Z_Scratch
3.7824,2.248,0.1303,6010,288,645839,1356,1.0,43,0.0575,K_Scatch
1.7324,0.9031,0.0059,54,9,7768,1690,0.1622,123,0.4182,Dirtiness
1.0,0.6021,0.0029,10,4,1233,1360,0.1353,111,0.8809,Stains
2.0607,1.0792,0.0089,115,18,10136,1354,0.2253,71,0.0277,Z_Scratch
1.9395,1.0414,0.0081,87,17,9522,1358,0.2712,84,0.0765,Healthy
2.4232,1.1139,0.0095,265,28,26197,1348,0.6422,105,0.2536,Dirtiness
1.7708,0.8451,0.0052,59,9,6761,1360,0.1892,102,0.4146,Bumps
3.8064,2.248,0.1303,6399,278,666455,1356,1.0,40,0.0575,K_Scatch
2.1903,0.9542,0.0053,155,18,16675,1692,0.3068,87,0.0882,Other_faults
1.5798,1.0,0.0059,38,13,4664,1694,0.1659,125,0.301,Healthy
0.7782,0.7782,0.0044,6,6,718,1358,0.1449,110,0.9269,Stains
1.2305,0.699,0.0037,17,13,2267,1358,0.1322,105,0.5272,Stains
2.42,1.0,0.0074,263,29,23706,1692,0.5642,86,0.0519,Pastry
2.1004,1.0792,0.0089,126,25,15672,1710,0.4366,119,0.2159,Dirtiness
1.2305,1.0,0.0074,17,12,2267,1358,0.1417,119,0.8809,Stains
2.2455,1.1461,0.0086,176,17,18656,1626,0.4366,104,0.6647,Bumps
2.2833,1.1139,0.0096,192,17,19464,1374,0.4089,97,0.9146,Other_faults
2.2718,1.0,0.0074,189,21,19464,1356,0.4763,81,0.0673,Dirtiness
1.3424,0.7782,0.0044,22,8,2633,1358,0.1449,117,0.979,Stains
2.7168,1.3222,0.0155,513,54,83625,1356,0.9998,90,0.4126,Z_Scratch
2.7694,1.0792,0.0071,563,12,61966,1688,0.9998,77,0.6613,Pastry
1.2553,1.0,0.0074,18,10,2319,1358,0.1322,121,0.0133,Stains
1.8195,1.0414,0.0081,66,13,8535,1354,0.2051,86,0.0924,Z_Scratch
1.2041,0.7782,0.0044,16,6,2015,1358,0.1417,110,0.8177,Stains
2.8149,0.9031,0.0059,612,10,62357,1358,0.8749,64,0.0,Pastry
2.4232,0.9542,0.0066,265,23,27597,1360,0.5951,66,0.5321,Pastry
1.8751,0.9031,0.0052,75,9,16505,1387,0.2061,168,0.4728,Healthy
2.6803,1.0792,0.0088,479,57,44609,1360,0.9708,65,0.3928,Pastry
3.0871,1.415,0.0187,1222,102,124716,1690,1.0,53,0.7917,Bumps
2.1614,1.0,0.0074,147,25,15643,1354,0.4465,108,0.6627,Bumps
2.4829,1.1139,0.0096,305,27,34485,1356,0.8612,97,0.7777,Z_Scratch
1.2305,0.7782,0.0044,17,6,2127,1358,0.14,112,0.0519,Stains
3.8019,2.2304,0.1252,6337,310,654684,1358,1.0,41,0.0604,K_Scatch
4.3961,2.2406,0.1175,20313,862,2519511,1394,1.0,25,0.0558,K_Scatch
3.5228,2.1271,0.0978,3228,280,343029,1358,1.0,39,0.3348,K_Scatch
1.2305,0.7782,0.0044,17,9,2183,1360,0.1322,107,0.6143,Stains
3.813,2.243,0.1291,6239,289,671353,1356,1.0,41,0.0604,K_Scatch
2.5092,1.0792,0.0071,320,37,27364,1356,0.7068,79,0.1593,Z_Scratch
1.2041,0.7782,0.0044,16,6,2069,1358,0.1353,111,0.9765,Stains
3.0403,2.179,0.1077,969,157,1025103,1358,1.0,87,0.2835,Healthy
2.1614,1.2305,0.0104,145,18,14132,1354,0.5063,81,0.0796,Z_Scratch
2.1461,1.1461,0.0103,140,21,16020,1360,0.2901,99,0.7437,Z_Scratch
3.5951,2.1553,0.105,3936,166,407075,1360,1.0,45,0.0573,K_Scatch
1.8692,0.9031,0.0049,74,10,8709,1626,0.2105,87,0.6839,Bumps
4.0972,1.3979,0.0162,12357,28,1431237,1400,1.0,25,0.0557,K_Scatch
1.2041,0.699,0.0037,16,5,2028,1358,0.1322,145,0.8118,Stains
1.9956,1.4472,0.0168,99,29,10838,1366,0.3725,95,0.4107,Bumps
4.052,2.1987,0.1129,11271,667,1270726,1402,1.0,39,0.0585,K_Scatch
2.1673,1.2305,0.0103,147,21,14742,1654,0.4219,41,0.0662,Healthy
2.5378,1.3222,0.0155,345,70,42620,1354,0.9603,122,0.2482,Z_Scratch
2.2227,1.0792,0.0088,169,36,16441,1354,0.417,77,0.8203,Pastry
2.2718,0.9542,0.0066,190,24,19997,1687,0.4025,94,0.9585,Dirtiness
1.8865,0.9031,0.0059,77,9,8995,1652,0.2018,99,0.0,Other_faults
1.2305,0.7782,0.0044,17,8,2193,1358,0.1483,121,0.9087,Stains
1.2553,0.7782,0.0043,18,7,2370,1358,0.14,101,0.1458,Stains
2.1367,0.9542,0.0053,137,25,150413,1692,0.3479,91,0.1684,Pastry
2.8848,1.0414,0.0081,767,58,85442,1364,0.9963,106,0.9164,Dirtiness
2.9504,1.6233,0.0213,822,80,97132,1387,0.9935,125,0.1182,Other_faults
1.7482,0.9031,0.0059,56,9,6296,1694,0.1852,67,0.7225,Bumps
2.2201,1.0414,0.0081,166,16,1939,1362,0.2901,131,0.0736,Pastry
1.2553,0.9031,0.0052,18,9,2370,1358,0.1499,114,0.1491,Stains
1.9085,1.3424,0.0161,81,32,10675,1364,0.2432,120,0.0279,Healthy
1.7781,0.9542,0.0066,60,11,5907,1690,0.1862,90,0.8532,Bumps
2.9207,1.2041,0.0116,833,48,60260,1374,0.9997,92,0.6613,Z_Scratch
2.1644,1.1461,0.0103,145,19,14108,1354,0.417,87,0.7699,Other_faults
1.7993,1.0,0.0074,63,15,6135,1356,0.2532,108,0.3348,Z_Scratch
1.8195,0.9031,0.0047,65,14,5958,1356,0.2018,97,0.0434,Z_Scratch
1.4472,0.8451,0.0052,28,9,3576,1360,0.1449,111,0.721,Stains
2.2833,0.7782,0.0041,192,17,19226,1692,0.5362,28,0.0036,Pastry
3.3068,1.8751,0.0553,2027,178,241083,1360,1.0,38,0.2801,K_Scatch
2.3503,1.1139,0.0095,224,38,29386,1364,0.8705,118,0.1812,Dirtiness
2.7672,1.2041,0.0118,585,79,67967,1353,0.9969,90,0.8473,Dirtiness
2.0607,0.9542,0.0066,115,11,11931,1373,0.215,93,0.3529,Pastry
2.0492,1.2787,0.014,112,26,13299,1356,0.3882,116,0.8304,Stains
3.7977,2.248,0.1303,6206,288,641502,1358,1.0,36,0.0604,K_Scatch
1.8808,0.9031,0.0047,76,13,6761,1690,0.2288,81,0.0,Z_Scratch
2.0414,1.0,0.0059,110,16,11126,1360,0.3359,85,0.4585,Bumps
1.2305,0.699,0.0037,17,6,2181,1358,0.1322,114,0.5552,Stains
4.3078,2.281,0.1364,20313,755,2400588,1400,1.0,23,0.0586,K_Scatch
